Año,Grandes Grupos,Quinquenal,Subgrupo Farmacológico,Sexo,Nivel Renta,Situación Laboral,Tamaño Municipio,Personas con medicamento,Porcentaje
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,No activos,10.001-50.000 hab,428.0,0.0005
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,No activos,50.001-100.000 hab,229.0,0.0003
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,No activos,100.001-500.000 hab,296.0,0.0003
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,No activos,>500.000 hab,166.0,0.0002
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Pensionistas,<10.000 hab,1893.0,0.0022
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Pensionistas,10.001-50.000 hab,3597.0,0.0042
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Pensionistas,50.001-100.000 hab,1501.0,0.0018
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Pensionistas,100.001-500.000 hab,2403.0,0.0028
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Pensionistas,>500.000 hab,1095.0,0.0013
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Otras situaciones,<10.000 hab,121.0,0.0001
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,<18.000 ? /año,Otras situaciones,10.001-50.000 hab,261.0,0.0003
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Desempleados,<10.000 hab,281.0,0.0003
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Desempleados,10.001-50.000 hab,601.0,0.0007
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Desempleados,50.001-100.000 hab,321.0,0.0004
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Desempleados,100.001-500.000 hab,561.0,0.0007
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Desempleados,>500.000 hab,216.0,0.0003
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Pensionistas,<10.000 hab,2145.0,0.0025
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Pensionistas,10.001-50.000 hab,3240.0,0.0038
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Pensionistas,50.001-100.000 hab,1422.0,0.0017
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Pensionistas,100.001-500.000 hab,2089.0,0.0024
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Pensionistas,>500.000 hab,990.0,0.0012
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Otras situaciones,<10.000 hab,487.0,0.0006
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Otras situaciones,10.001-50.000 hab,1073.0,0.0013
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Otras situaciones,50.001-100.000 hab,452.0,0.0005
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Otras situaciones,100.001-500.000 hab,974.0,0.0011
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Hombre,Muy baja,Otras situaciones,>500.000 hab,415.0,0.0005
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Activos,<10.000 hab,1886.0,0.0022
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Activos,10.001-50.000 hab,4167.0,0.0049
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Activos,50.001-100.000 hab,2518.0,0.0029
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Activos,100.001-500.000 hab,4923.0,0.0058
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Activos,>500.000 hab,2972.0,0.0035
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Desempleados,<10.000 hab,158.0,0.0002
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Desempleados,10.001-50.000 hab,418.0,0.0005
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Desempleados,50.001-100.000 hab,173.0,0.0002
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Desempleados,100.001-500.000 hab,355.0,0.0004
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Desempleados,>500.000 hab,225.0,0.0003
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,No activos,<10.000 hab,962.0,0.0011
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,No activos,10.001-50.000 hab,2201.0,0.0026
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,No activos,50.001-100.000 hab,912.0,0.0011
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,No activos,100.001-500.000 hab,1691.0,0.002
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,No activos,>500.000 hab,785.0,0.0009
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Pensionistas,<10.000 hab,1198.0,0.0014
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Pensionistas,10.001-50.000 hab,2742.0,0.0032
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Pensionistas,50.001-100.000 hab,1531.0,0.0018
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Pensionistas,100.001-500.000 hab,2537.0,0.003
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Pensionistas,>500.000 hab,1399.0,0.0016
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Otras situaciones,10.001-50.000 hab,325.0,0.0004
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Otras situaciones,50.001-100.000 hab,139.0,0.0002
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Otras situaciones,100.001-500.000 hab,295.0,0.0003
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,18.000-99.999 ? /año,Otras situaciones,>500.000 hab,166.0,0.0002
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Activos,<10.000 hab,3319.0,0.0039
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Activos,10.001-50.000 hab,6413.0,0.0075
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Activos,50.001-100.000 hab,2973.0,0.0035
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Activos,100.001-500.000 hab,4540.0,0.0053
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Activos,>500.000 hab,2554.0,0.003
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Desempleados,<10.000 hab,2284.0,0.0027
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Desempleados,10.001-50.000 hab,4132.0,0.0048
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Desempleados,50.001-100.000 hab,1471.0,0.0017
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Desempleados,100.001-500.000 hab,2295.0,0.0027
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Desempleados,>500.000 hab,1154.0,0.0014
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,No activos,<10.000 hab,1300.0,0.0015
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,No activos,10.001-50.000 hab,2361.0,0.0028
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,No activos,50.001-100.000 hab,1159.0,0.0014
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,No activos,100.001-500.000 hab,1741.0,0.002
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,No activos,>500.000 hab,886.0,0.001
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Pensionistas,<10.000 hab,1970.0,0.0023
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Pensionistas,10.001-50.000 hab,3898.0,0.0046
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Pensionistas,50.001-100.000 hab,1555.0,0.0018
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Pensionistas,100.001-500.000 hab,2775.0,0.0032
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Pensionistas,>500.000 hab,1181.0,0.0014
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Otras situaciones,<10.000 hab,187.0,0.0002
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Otras situaciones,10.001-50.000 hab,403.0,0.0005
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Otras situaciones,50.001-100.000 hab,145.0,0.0002
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,<18.000 ? /año,Otras situaciones,100.001-500.000 hab,230.0,0.0003
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Desempleados,<10.000 hab,1131.0,0.0013
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Desempleados,10.001-50.000 hab,2393.0,0.0028
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Desempleados,50.001-100.000 hab,1243.0,0.0015
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Desempleados,100.001-500.000 hab,1827.0,0.0021
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Desempleados,>500.000 hab,713.0,0.0008
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,No activos,<10.000 hab,252.0,0.0003
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,No activos,10.001-50.000 hab,430.0,0.0005
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,No activos,50.001-100.000 hab,179.0,0.0002
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,No activos,100.001-500.000 hab,262.0,0.0003
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,No activos,>500.000 hab,116.0,0.0001
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Pensionistas,<10.000 hab,2933.0,0.0034
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Pensionistas,10.001-50.000 hab,5356.0,0.0063
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Pensionistas,50.001-100.000 hab,2449.0,0.0029
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Pensionistas,100.001-500.000 hab,3559.0,0.0042
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Pensionistas,>500.000 hab,1440.0,0.0017
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Otras situaciones,<10.000 hab,596.0,0.0007
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Otras situaciones,10.001-50.000 hab,1535.0,0.0018
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Otras situaciones,50.001-100.000 hab,885.0,0.001
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Otras situaciones,100.001-500.000 hab,1505.0,0.0018
2023,35-64 años,60-64 años,N05C - HIPNOTICOS Y SEDANTES,Mujer,Muy baja,Otras situaciones,>500.000 hab,714.0,0.0008
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Activos,<10.000 hab,4002.0,0.0047
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Activos,10.001-50.000 hab,8671.0,0.0102
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Activos,50.001-100.000 hab,4515.0,0.0053
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Activos,100.001-500.000 hab,7571.0,0.0089
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Activos,>500.000 hab,5109.0,0.006
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Desempleados,<10.000 hab,280.0,0.0003
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Desempleados,10.001-50.000 hab,640.0,0.0007
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Desempleados,50.001-100.000 hab,262.0,0.0003
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Desempleados,100.001-500.000 hab,484.0,0.0006
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Desempleados,>500.000 hab,395.0,0.0005
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,No activos,10.001-50.000 hab,296.0,0.0003
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,No activos,50.001-100.000 hab,116.0,0.0001
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,No activos,100.001-500.000 hab,195.0,0.0002
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,No activos,>500.000 hab,124.0,0.0001
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Pensionistas,<10.000 hab,2809.0,0.0033
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Pensionistas,10.001-50.000 hab,6191.0,0.0073
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Pensionistas,50.001-100.000 hab,2921.0,0.0034
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Pensionistas,100.001-500.000 hab,4507.0,0.0053
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Pensionistas,>500.000 hab,2607.0,0.0031
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Otras situaciones,<10.000 hab,120.0,0.0001
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Otras situaciones,10.001-50.000 hab,597.0,0.0007
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Otras situaciones,50.001-100.000 hab,272.0,0.0003
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Otras situaciones,100.001-500.000 hab,451.0,0.0005
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,18.000-99.999 ? /año,Otras situaciones,>500.000 hab,213.0,0.0002
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Activos,<10.000 hab,4712.0,0.0055
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Activos,10.001-50.000 hab,7196.0,0.0084
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Activos,50.001-100.000 hab,3032.0,0.0036
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Activos,100.001-500.000 hab,5011.0,0.0059
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Activos,>500.000 hab,2919.0,0.0034
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Desempleados,<10.000 hab,2270.0,0.0027
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Desempleados,10.001-50.000 hab,3519.0,0.0041
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Desempleados,50.001-100.000 hab,1554.0,0.0018
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Desempleados,100.001-500.000 hab,2643.0,0.0031
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Desempleados,>500.000 hab,1321.0,0.0015
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,No activos,<10.000 hab,340.0,0.0004
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,No activos,10.001-50.000 hab,838.0,0.001
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,No activos,50.001-100.000 hab,450.0,0.0005
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,No activos,100.001-500.000 hab,725.0,0.0008
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,No activos,>500.000 hab,523.0,0.0006
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Pensionistas,<10.000 hab,4277.0,0.005
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Pensionistas,10.001-50.000 hab,7678.0,0.009
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Pensionistas,50.001-100.000 hab,3485.0,0.0041
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Pensionistas,100.001-500.000 hab,5194.0,0.0061
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Pensionistas,>500.000 hab,2645.0,0.0031
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Otras situaciones,<10.000 hab,312.0,0.0004
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Otras situaciones,10.001-50.000 hab,567.0,0.0007
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Otras situaciones,50.001-100.000 hab,163.0,0.0002
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Otras situaciones,100.001-500.000 hab,279.0,0.0003
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,<18.000 ? /año,Otras situaciones,>500.000 hab,156.0,0.0002
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Desempleados,<10.000 hab,516.0,0.0006
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Desempleados,10.001-50.000 hab,1088.0,0.0013
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Desempleados,50.001-100.000 hab,584.0,0.0007
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Desempleados,100.001-500.000 hab,961.0,0.0011
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Desempleados,>500.000 hab,524.0,0.0006
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Pensionistas,<10.000 hab,4724.0,0.0055
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Pensionistas,10.001-50.000 hab,7265.0,0.0085
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Pensionistas,50.001-100.000 hab,3016.0,0.0035
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Pensionistas,100.001-500.000 hab,4588.0,0.0054
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Pensionistas,>500.000 hab,2573.0,0.003
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Otras situaciones,<10.000 hab,1049.0,0.0012
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Otras situaciones,10.001-50.000 hab,1913.0,0.0022
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Otras situaciones,50.001-100.000 hab,948.0,0.0011
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Otras situaciones,100.001-500.000 hab,1778.0,0.0021
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Hombre,Muy baja,Otras situaciones,>500.000 hab,995.0,0.0012
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Activos,<10.000 hab,5396.0,0.0063
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Activos,10.001-50.000 hab,13273.0,0.0155
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Activos,50.001-100.000 hab,8020.0,0.0094
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Activos,100.001-500.000 hab,14318.0,0.0168
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Activos,>500.000 hab,10426.0,0.0122
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Desempleados,<10.000 hab,543.0,0.0006
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Desempleados,10.001-50.000 hab,1376.0,0.0016
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Desempleados,50.001-100.000 hab,604.0,0.0007
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Desempleados,100.001-500.000 hab,1064.0,0.0012
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Desempleados,>500.000 hab,852.0,0.001
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,No activos,<10.000 hab,3160.0,0.0037
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,No activos,10.001-50.000 hab,6679.0,0.0078
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,No activos,50.001-100.000 hab,3073.0,0.0036
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,No activos,100.001-500.000 hab,5530.0,0.0065
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,No activos,>500.000 hab,2646.0,0.0031
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Pensionistas,<10.000 hab,3707.0,0.0043
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Pensionistas,10.001-50.000 hab,8124.0,0.0095
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Pensionistas,50.001-100.000 hab,4440.0,0.0052
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Pensionistas,100.001-500.000 hab,7263.0,0.0085
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Pensionistas,>500.000 hab,4798.0,0.0056
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Otras situaciones,<10.000 hab,381.0,0.0004
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Otras situaciones,10.001-50.000 hab,1007.0,0.0012
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Otras situaciones,50.001-100.000 hab,579.0,0.0007
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Otras situaciones,100.001-500.000 hab,945.0,0.0011
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,18.000-99.999 ? /año,Otras situaciones,>500.000 hab,512.0,0.0006
2023,35-64 años,60-64 años,N06A - ANTIDEPRESIVOS,Mujer,<18.000 ? /año,Activos,<10.000 hab,11282.0,0.0132
